filename	onset	offset	event_label
1015.wav	5.767	10.000	Alarm_bell_ringing
1015.wav	6.410	6.660	Speech
1015.wav	8.471	8.734	Dog
1016.wav	3.498	5.033	Speech
1016.wav	8.183	10.000	Cat
1017.wav	2.539	10.000	Running_water
1017.wav	6.106	7.262	Speech
1018.wav	1.066	2.327	Speech
1018.wav	4.254	4.569	Dog
1018.wav	4.535	5.185	Speech
1018.wav	5.135	5.579	Dog
1018.wav	5.512	7.944	Speech
1019.wav	0.000	10.000	Frying
102.wav	2.658	3.039	Speech
102.wav	3.797	4.255	Dog
102.wav	4.259	7.178	Speech
102.wav	7.545	8.317	Dog
1020.wav	1.027	2.057	Dishes
1020.wav	3.174	3.424	Dishes
1020.wav	4.639	4.889	Dishes
1020.wav	5.354	5.710	Dishes
1020.wav	5.459	6.771	Speech
1020.wav	6.127	6.575	Dishes
1021.wav	2.011	3.252	Speech
1021.wav	3.488	3.806	Alarm_bell_ringing
1021.wav	4.149	4.634	Alarm_bell_ringing
1021.wav	6.050	6.608	Speech
1022.wav	0.955	10.000	Alarm_bell_ringing
1022.wav	1.154	1.941	Speech
1022.wav	3.277	6.089	Speech
1022.wav	6.503	6.783	Speech
1023.wav	0.000	9.434	Vacuum_cleaner
1023.wav	2.759	3.552	Speech
1023.wav	3.891	6.361	Speech
1024.wav	4.087	5.563	Speech
1024.wav	5.702	10.000	Vacuum_cleaner
1024.wav	7.054	10.000	Speech
1025.wav	1.846	3.157	Speech
1025.wav	2.153	2.610	Dog
1025.wav	3.119	3.595	Alarm_bell_ringing
1025.wav	4.341	7.026	Speech
1025.wav	7.510	9.789	Speech
1026.wav	2.146	10.000	Electric_shaver_toothbrush
1026.wav	3.341	5.968	Speech
1026.wav	6.138	6.851	Speech
1026.wav	7.840	8.533	Speech
1027.wav	0.000	10.000	Vacuum_cleaner
1027.wav	4.018	5.491	Speech
1027.wav	5.880	8.158	Speech
1028.wav	1.393	3.015	Cat
1028.wav	4.432	5.693	Speech
1028.wav	6.242	6.871	Cat
1029.wav	0.315	10.000	Running_water
1029.wav	3.165	4.086	Speech
1029.wav	4.991	6.587	Speech
103.wav	0.474	2.436	Speech
103.wav	2.923	3.173	Dishes
103.wav	4.079	4.407	Dishes
103.wav	5.071	6.446	Speech
103.wav	5.280	5.530	Dishes
103.wav	6.905	7.433	Dishes
1030.wav	1.176	10.000	Frying
1030.wav	4.122	4.585	Dishes
1030.wav	4.247	6.600	Speech
1030.wav	8.289	9.002	Speech
1031.wav	1.280	2.111	Speech
1031.wav	3.801	5.336	Speech
1031.wav	6.487	9.930	Blender
1032.wav	4.116	5.289	Speech
1032.wav	5.559	5.893	Dog
1033.wav	5.008	6.821	Speech
1033.wav	6.054	6.765	Cat
1033.wav	7.538	7.951	Speech
1034.wav	2.816	3.066	Dishes
1034.wav	3.709	4.484	Dishes
1034.wav	5.041	7.679	Speech
1034.wav	5.627	6.544	Dishes
1035.wav	2.819	3.158	Speech
1035.wav	4.276	5.042	Speech
1035.wav	4.580	10.000	Frying
1035.wav	5.681	7.479	Speech
1035.wav	7.503	7.753	Dishes
1035.wav	7.848	8.720	Dog
1036.wav	0.936	2.356	Speech
1036.wav	1.718	3.652	Dog
1036.wav	4.647	5.621	Dog
1036.wav	4.748	6.343	Speech
1037.wav	1.549	1.919	Dishes
1037.wav	3.187	3.958	Dishes
1037.wav	3.342	3.992	Speech
1037.wav	4.188	4.679	Dishes
1037.wav	6.523	7.915	Speech
1038.wav	2.546	2.970	Dishes
1038.wav	3.706	4.059	Dishes
1039.wav	3.871	5.604	Speech
1039.wav	7.062	7.401	Dog
1039.wav	7.682	8.852	Dog
104.wav	0.000	10.000	Electric_shaver_toothbrush
104.wav	6.109	6.996	Speech
104.wav	8.257	8.907	Speech
1040.wav	0.000	9.246	Vacuum_cleaner
1040.wav	5.295	5.934	Speech
1040.wav	6.447	10.000	Speech
1041.wav	0.000	10.000	Frying
1041.wav	2.111	2.361	Dishes
1041.wav	4.485	5.550	Dishes
1041.wav	5.999	7.859	Speech
1042.wav	0.000	10.000	Frying
1042.wav	2.170	2.494	Dishes
1042.wav	3.202	5.634	Speech
1042.wav	5.983	6.239	Dishes
1042.wav	6.217	6.940	Speech
1042.wav	6.395	6.676	Dishes
1043.wav	1.326	10.000	Alarm_bell_ringing
1043.wav	3.293	4.108	Speech
1044.wav	1.665	2.726	Dog
1044.wav	3.614	4.091	Speech
1044.wav	5.419	8.258	Speech
1044.wav	6.989	7.380	Dog
1045.wav	2.565	2.866	Speech
1045.wav	3.518	3.834	Alarm_bell_ringing
1045.wav	5.219	7.467	Speech
1046.wav	0.000	10.000	Frying
1046.wav	2.428	2.678	Dishes
1046.wav	4.759	5.009	Dishes
1047.wav	3.357	10.000	Speech
1047.wav	6.585	10.000	Running_water
1048.wav	0.955	10.000	Alarm_bell_ringing
1048.wav	2.996	5.389	Speech
1049.wav	1.948	2.761	Dishes
1049.wav	3.348	3.784	Dishes
1049.wav	5.516	7.534	Speech
1049.wav	7.162	7.529	Dishes
105.wav	4.290	5.102	Cat
105.wav	4.961	5.611	Speech
105.wav	9.132	10.000	Cat
1050.wav	4.996	5.306	Alarm_bell_ringing
1051.wav	0.000	10.000	Vacuum_cleaner
1051.wav	1.056	3.120	Speech
1052.wav	2.259	4.062	Speech
1052.wav	3.845	5.335	Blender
1052.wav	4.718	5.155	Dishes
1053.wav	3.872	4.250	Dog
1053.wav	4.295	5.452	Speech
1053.wav	5.334	5.584	Dog
1053.wav	6.695	8.707	Speech
1053.wav	8.030	8.922	Dog
1054.wav	0.000	10.000	Vacuum_cleaner
1055.wav	0.000	10.000	Alarm_bell_ringing
1055.wav	3.658	4.002	Speech
1055.wav	5.501	5.936	Speech
1055.wav	8.640	9.720	Speech
1056.wav	5.302	7.996	Cat
1056.wav	5.446	6.924	Speech
1056.wav	8.139	9.060	Speech
1056.wav	8.484	9.954	Cat
1057.wav	0.447	2.878	Speech
1057.wav	3.582	10.000	Electric_shaver_toothbrush
1057.wav	4.346	7.703	Speech
1058.wav	0.000	10.000	Frying
1058.wav	1.556	1.926	Dishes
1058.wav	5.061	6.157	Dishes
1058.wav	5.187	8.406	Speech
1059.wav	2.340	3.072	Speech
1059.wav	3.124	3.516	Dog
1059.wav	4.146	4.780	Speech
1059.wav	5.517	6.116	Speech
1059.wav	6.314	8.012	Dog
1059.wav	8.905	9.185	Speech
106.wav	4.163	6.594	Speech
106.wav	5.285	5.693	Dishes
1060.wav	2.432	4.946	Speech
1060.wav	5.565	6.048	Dog
1061.wav	0.000	10.000	Vacuum_cleaner
1061.wav	4.099	8.394	Speech
1062.wav	2.966	3.444	Speech
1062.wav	4.927	6.239	Speech
1062.wav	7.355	10.000	Speech
1063.wav	0.425	0.675	Alarm_bell_ringing
1063.wav	1.640	1.891	Dog
1063.wav	3.851	4.287	Dog
1063.wav	5.434	5.714	Dog
1063.wav	8.309	8.559	Speech
1064.wav	2.310	2.866	Running_water
1064.wav	3.748	10.000	Running_water
1064.wav	6.923	8.395	Speech
1065.wav	1.233	2.026	Speech
1065.wav	3.548	10.000	Running_water
1065.wav	7.481	10.000	Speech
1066.wav	2.043	10.000	Frying
1066.wav	5.349	6.845	Speech
1066.wav	5.931	6.340	Dishes
1067.wav	0.000	10.000	Electric_shaver_toothbrush
1067.wav	5.033	10.000	Speech
1068.wav	0.000	10.000	Electric_shaver_toothbrush
1068.wav	2.247	3.431	Speech
1068.wav	6.851	7.485	Speech
1068.wav	8.506	9.690	Speech
1069.wav	0.000	10.000	Vacuum_cleaner
1069.wav	1.194	3.678	Speech
1069.wav	6.543	6.859	Speech
107.wav	3.582	7.681	Speech
107.wav	7.003	7.342	Dog
1070.wav	0.000	10.000	Running_water
1070.wav	8.005	9.117	Speech
1071.wav	0.000	10.000	Frying
1071.wav	2.516	3.757	Speech
1071.wav	2.872	3.122	Dishes
1071.wav	3.870	6.757	Dishes
1071.wav	6.001	7.138	Speech
1071.wav	7.447	9.745	Speech
1072.wav	4.096	5.276	Speech
1072.wav	6.446	6.984	Speech
1072.wav	7.481	10.000	Speech
1073.wav	0.000	10.000	Frying
1073.wav	5.984	6.461	Speech
1073.wav	6.658	8.506	Dishes
1074.wav	0.000	10.000	Vacuum_cleaner
1074.wav	3.171	7.525	Speech
1075.wav	4.362	4.868	Cat
1075.wav	4.417	6.219	Speech
1075.wav	6.991	9.423	Speech
1076.wav	4.191	4.441	Dishes
1076.wav	4.762	6.410	Speech
1076.wav	8.049	9.098	Blender
1076.wav	9.522	10.000	Speech
1077.wav	3.677	4.053	Dog
1077.wav	3.939	4.503	Speech
1077.wav	4.714	9.859	Speech
1078.wav	0.000	10.000	Frying
1078.wav	2.404	2.654	Speech
1078.wav	3.666	6.448	Dishes
1078.wav	8.692	9.873	Speech
1079.wav	0.000	10.000	Blender
1079.wav	4.433	5.499	Speech
108.wav	0.000	10.000	Running_water
108.wav	2.528	4.921	Speech
1080.wav	0.000	10.000	Vacuum_cleaner
1080.wav	0.888	2.691	Speech
1080.wav	3.028	4.135	Speech
1081.wav	1.466	2.005	Speech
1081.wav	4.965	6.031	Blender
1081.wav	5.526	7.428	Speech
1082.wav	0.000	10.000	Frying
1082.wav	2.575	3.954	Speech
1082.wav	4.414	9.484	Speech
1082.wav	5.630	6.308	Dishes
1083.wav	0.000	10.000	Frying
1083.wav	2.419	2.998	Dishes
1083.wav	7.492	7.820	Dishes
1084.wav	0.000	10.000	Electric_shaver_toothbrush
1084.wav	4.445	6.055	Speech
1084.wav	6.800	9.861	Speech
1085.wav	5.129	6.739	Speech
1085.wav	8.191	9.989	Speech
1085.wav	8.710	8.960	Alarm_bell_ringing
1086.wav	0.000	10.000	Frying
1086.wav	2.109	2.359	Dishes
1086.wav	3.063	3.621	Speech
1086.wav	4.401	6.825	Dishes
1086.wav	4.686	7.039	Speech
1086.wav	8.175	9.322	Speech
1087.wav	5.051	7.633	Alarm_bell_ringing
1088.wav	0.000	10.000	Frying
1088.wav	3.278	4.304	Speech
1088.wav	5.215	6.352	Speech
1088.wav	7.058	7.889	Speech
1089.wav	2.463	3.935	Speech
1089.wav	3.054	3.380	Dog
1089.wav	4.199	5.232	Dog
1089.wav	4.278	6.774	Speech
1089.wav	6.136	8.457	Dog
1089.wav	7.781	9.743	Speech
109.wav	0.000	10.000	Running_water
1090.wav	0.000	10.000	Frying
1090.wav	3.361	4.540	Dishes
1091.wav	3.287	4.666	Speech
1091.wav	4.650	5.266	Blender
1091.wav	5.616	6.764	Speech
1092.wav	2.533	3.110	Dishes
1092.wav	2.586	10.000	Frying
1092.wav	5.320	5.686	Dishes
1093.wav	3.493	7.585	Frying
1093.wav	3.707	4.142	Speech
1093.wav	4.160	4.410	Dishes
1093.wav	5.539	5.789	Dishes
1093.wav	5.969	8.719	Speech
1094.wav	0.000	10.000	Frying
1094.wav	2.786	3.812	Speech
1094.wav	4.223	6.942	Speech
1094.wav	6.452	6.702	Dishes
1094.wav	7.935	10.000	Speech
1095.wav	0.000	10.000	Electric_shaver_toothbrush
1095.wav	4.493	4.836	Speech
1095.wav	4.995	7.764	Speech
1095.wav	8.028	8.505	Speech
1096.wav	3.604	5.443	Speech
1096.wav	4.727	5.773	Cat
1097.wav	3.566	4.086	Speech
1097.wav	5.771	8.695	Speech
1097.wav	5.818	6.210	Dog
1098.wav	0.000	10.000	Electric_shaver_toothbrush
1098.wav	5.659	7.052	Speech
1099.wav	1.520	5.718	Dog
1099.wav	2.228	4.022	Speech
1099.wav	4.877	6.033	Speech
1099.wav	6.341	8.555	Speech
1099.wav	7.847	8.181	Dog
1099.wav	9.060	9.685	Speech
11.wav	1.826	4.104	Speech
11.wav	3.555	3.925	Dog
11.wav	4.157	5.591	Dog
11.wav	4.545	9.218	Speech
11.wav	6.547	9.018	Dog
110.wav	3.255	4.389	Dog
1100.wav	4.349	6.323	Speech
1100.wav	4.727	5.707	Dog
1100.wav	5.911	6.842	Dog
1100.wav	6.575	7.643	Speech
1101.wav	0.000	10.000	Electric_shaver_toothbrush
1101.wav	6.347	7.528	Speech
1101.wav	7.741	8.662	Speech
1102.wav	1.709	2.045	Speech
1102.wav	1.883	10.000	Alarm_bell_ringing
1102.wav	4.660	5.556	Speech
1102.wav	5.812	6.151	Speech
1103.wav	0.000	10.000	Frying
1103.wav	1.721	3.233	Dishes
1103.wav	6.315	8.255	Dishes
1104.wav	3.403	5.079	Speech
1104.wav	3.839	4.178	Dog
1104.wav	4.798	5.131	Dog
1104.wav	5.987	6.552	Dishes
1104.wav	6.588	8.988	Speech
1105.wav	1.370	1.620	Speech
1105.wav	3.155	3.526	Dishes
1105.wav	3.571	4.203	Speech
1105.wav	5.295	5.787	Dishes
1105.wav	9.168	10.000	Dishes
1106.wav	3.891	4.846	Cat
1106.wav	5.068	6.544	Speech
1106.wav	8.516	9.271	Cat
1107.wav	0.000	10.000	Frying
1107.wav	4.356	4.757	Speech
1107.wav	6.403	8.535	Speech
1107.wav	7.978	9.919	Dishes
1108.wav	0.000	10.000	Vacuum_cleaner
1108.wav	3.863	4.143	Speech
1109.wav	2.651	3.171	Speech
1109.wav	4.681	6.175	Speech
1109.wav	6.640	7.118	Speech
1109.wav	7.025	9.291	Running_water
111.wav	2.314	2.629	Alarm_bell_ringing
111.wav	4.171	4.486	Alarm_bell_ringing
111.wav	6.945	7.777	Speech
1110.wav	1.085	1.571	Alarm_bell_ringing
1110.wav	7.110	7.421	Alarm_bell_ringing
1110.wav	7.232	7.482	Speech
1111.wav	3.554	4.735	Blender
1111.wav	7.893	8.919	Speech
1112.wav	3.532	6.108	Speech
1112.wav	5.439	6.369	Blender
1113.wav	2.374	4.588	Speech
1113.wav	2.777	3.027	Dishes
1113.wav	4.902	5.152	Dishes
1114.wav	0.000	10.000	Frying
1114.wav	2.541	2.877	Speech
1114.wav	4.357	6.282	Speech
1115.wav	4.465	5.988	Speech
1115.wav	4.912	5.233	Alarm_bell_ringing
1116.wav	0.000	10.000	Vacuum_cleaner
1116.wav	1.700	3.914	Speech
1116.wav	6.634	7.791	Speech
1117.wav	1.572	2.651	Speech
1117.wav	1.723	10.000	Electric_shaver_toothbrush
1117.wav	4.182	7.576	Speech
1118.wav	0.000	10.000	Electric_shaver_toothbrush
1118.wav	3.652	4.904	Speech
1118.wav	5.824	6.159	Speech
1118.wav	6.735	9.485	Speech
1119.wav	5.217	6.398	Speech
1119.wav	8.657	9.724	Blender
112.wav	0.000	9.232	Vacuum_cleaner
112.wav	5.270	5.671	Speech
1120.wav	1.519	2.290	Dog
1120.wav	1.723	2.880	Speech
1120.wav	2.007	2.323	Alarm_bell_ringing
1120.wav	5.490	7.622	Speech
1121.wav	3.921	5.738	Cat
1121.wav	6.552	7.150	Speech
1121.wav	7.039	7.668	Cat
1122.wav	3.171	5.700	Speech
1122.wav	3.993	5.891	Cat
1122.wav	7.162	9.931	Speech
1123.wav	2.007	2.552	Cat
1123.wav	3.189	7.623	Speech
1123.wav	3.582	4.365	Cat
1124.wav	3.889	5.954	Speech
1124.wav	4.312	10.000	Running_water
1124.wav	6.290	8.303	Speech
1125.wav	2.199	2.449	Alarm_bell_ringing
1125.wav	4.926	5.287	Alarm_bell_ringing
1125.wav	5.033	10.000	Speech
1125.wav	9.689	10.000	Alarm_bell_ringing
1126.wav	0.000	10.000	Electric_shaver_toothbrush
1126.wav	2.569	3.726	Speech
1126.wav	4.423	4.703	Speech
1126.wav	5.126	10.000	Speech
1127.wav	0.000	10.000	Vacuum_cleaner
1127.wav	4.168	5.987	Speech
1127.wav	7.369	9.343	Speech
1128.wav	2.657	3.146	Speech
1128.wav	3.361	3.878	Alarm_bell_ringing
1129.wav	0.000	10.000	Blender
1129.wav	5.104	7.749	Speech
113.wav	3.293	3.543	Speech
113.wav	5.337	5.649	Alarm_bell_ringing
113.wav	5.840	7.271	Speech
113.wav	9.235	10.000	Speech
1130.wav	2.815	3.440	Dog
1130.wav	2.945	5.870	Speech
1130.wav	4.526	4.894	Dog
1130.wav	6.715	8.513	Speech
1130.wav	7.688	8.022	Dog
1131.wav	3.430	4.860	Speech
1131.wav	6.664	7.065	Dog
1131.wav	6.804	7.331	Speech
1131.wav	8.825	9.532	Speech
1132.wav	2.235	2.821	Speech
1132.wav	2.890	10.000	Running_water
1132.wav	3.209	4.732	Speech
1132.wav	5.979	8.930	Speech
1133.wav	0.000	10.000	Frying
1133.wav	5.026	5.276	Dishes
1134.wav	0.000	10.000	Vacuum_cleaner
1134.wav	3.945	4.369	Speech
1134.wav	6.149	8.364	Speech
1135.wav	0.000	10.000	Vacuum_cleaner
1135.wav	5.112	6.664	Speech
1136.wav	0.000	10.000	Frying
1136.wav	4.357	4.616	Speech
1136.wav	4.632	4.882	Dishes
1136.wav	5.561	7.073	Dishes
1136.wav	6.642	8.035	Speech
1137.wav	2.065	3.287	Speech
1137.wav	3.539	4.831	Blender
1138.wav	1.034	2.676	Speech
1138.wav	3.825	6.258	Speech
1139.wav	2.775	7.812	Speech
1139.wav	3.505	4.380	Cat
1139.wav	5.978	7.013	Cat
1139.wav	7.291	8.121	Cat
114.wav	0.000	10.000	Vacuum_cleaner
1140.wav	0.000	10.000	Electric_shaver_toothbrush
1140.wav	2.475	3.361	Speech
1140.wav	4.170	4.647	Speech
1140.wav	5.601	6.888	Speech
1141.wav	0.000	10.000	Electric_shaver_toothbrush
1141.wav	1.776	2.026	Speech
1141.wav	3.817	5.129	Speech
1141.wav	6.846	8.086	Speech
1142.wav	3.455	3.705	Speech
1142.wav	5.678	6.023	Speech
1142.wav	6.006	6.256	Dishes
1142.wav	6.558	7.315	Dishes
1143.wav	3.774	4.164	Vacuum_cleaner
1144.wav	1.723	10.000	Electric_shaver_toothbrush
1144.wav	4.465	6.035	Speech
1144.wav	7.494	8.641	Speech
1145.wav	2.970	5.666	Speech
1145.wav	4.259	5.042	Cat
1145.wav	7.350	8.792	Cat
1145.wav	7.770	8.943	Speech
1146.wav	3.910	4.977	Speech
1146.wav	4.624	6.772	Dog
1146.wav	5.810	6.130	Alarm_bell_ringing
1146.wav	6.957	7.255	Dog
1146.wav	7.629	8.039	Dog
1146.wav	8.395	8.645	Dog
1147.wav	4.465	4.778	Alarm_bell_ringing
1147.wav	5.994	10.000	Alarm_bell_ringing
1148.wav	2.815	8.412	Blender
1148.wav	6.067	6.317	Speech
1148.wav	7.722	10.000	Speech
1149.wav	2.677	4.136	Speech
1149.wav	6.427	7.832	Blender
115.wav	1.431	7.883	Running_water
115.wav	2.932	3.452	Speech
115.wav	6.550	8.615	Speech
1150.wav	0.000	10.000	Vacuum_cleaner
1150.wav	4.686	7.034	Speech
1151.wav	5.645	6.145	Dishes
1151.wav	7.481	8.901	Speech
1151.wav	9.201	10.000	Blender
1152.wav	0.000	10.000	Frying
1153.wav	3.901	9.129	Running_water
1153.wav	4.140	6.398	Speech
1153.wav	6.516	6.766	Dishes
1154.wav	2.033	6.673	Speech
1154.wav	3.121	5.938	Dog
1154.wav	7.570	10.000	Dog
1155.wav	3.264	4.050	Speech
1155.wav	4.442	4.692	Alarm_bell_ringing
1155.wav	6.360	10.000	Alarm_bell_ringing
1156.wav	2.967	3.473	Speech
1156.wav	3.080	7.203	Electric_shaver_toothbrush
1156.wav	3.925	4.546	Speech
1156.wav	5.048	8.305	Speech
1157.wav	4.529	6.282	Speech
1157.wav	4.897	10.000	Electric_shaver_toothbrush
1158.wav	3.045	3.509	Dog
1158.wav	5.356	6.512	Speech
1158.wav	6.498	7.478	Dog
1159.wav	2.315	2.676	Dishes
1159.wav	3.223	3.473	Dishes
1159.wav	3.907	4.309	Speech
1159.wav	4.954	5.234	Dishes
1159.wav	6.203	7.425	Speech
116.wav	0.000	10.000	Frying
116.wav	3.474	4.874	Dishes
116.wav	3.793	4.218	Speech
116.wav	5.208	6.124	Dishes
116.wav	5.581	6.396	Speech
116.wav	7.578	8.003	Dishes
1160.wav	3.782	8.173	Speech
1160.wav	4.232	4.564	Alarm_bell_ringing
1161.wav	1.318	1.677	Alarm_bell_ringing
1161.wav	7.322	8.285	Speech
1162.wav	4.952	6.812	Speech
1162.wav	6.402	10.000	Running_water
1163.wav	4.985	5.950	Cat
1163.wav	5.328	5.981	Speech
1163.wav	6.696	8.803	Speech
1164.wav	0.000	10.000	Frying
1164.wav	3.312	4.835	Speech
1164.wav	5.615	5.865	Dishes
1164.wav	7.391	7.685	Dishes
1165.wav	5.141	5.782	Speech
1165.wav	5.810	10.000	Alarm_bell_ringing
1166.wav	2.056	2.392	Speech
1166.wav	2.696	3.388	Speech
1166.wav	3.443	10.000	Vacuum_cleaner
1166.wav	7.239	9.202	Speech
1167.wav	0.000	10.000	Electric_shaver_toothbrush
1167.wav	3.380	3.630	Speech
1167.wav	4.627	5.247	Speech
1168.wav	1.530	9.907	Electric_shaver_toothbrush
1168.wav	5.296	6.363	Speech
1168.wav	6.528	7.074	Speech
1168.wav	9.523	10.000	Speech
1169.wav	0.000	10.000	Frying
1169.wav	2.915	5.434	Speech
1169.wav	6.807	7.724	Dishes
117.wav	0.000	10.000	Electric_shaver_toothbrush
117.wav	2.420	7.238	Speech
1170.wav	1.796	2.980	Speech
1170.wav	2.915	3.497	Cat
1170.wav	3.582	5.667	Speech
1170.wav	5.473	6.076	Cat
1170.wav	6.929	8.151	Speech
1171.wav	0.911	1.161	Speech
1171.wav	2.312	6.060	Speech
1171.wav	3.816	4.090	Alarm_bell_ringing
1171.wav	6.039	6.289	Alarm_bell_ringing
1171.wav	6.391	8.316	Speech
1172.wav	0.809	2.120	Speech
1172.wav	2.658	2.992	Dog
1172.wav	3.813	4.525	Speech
1172.wav	4.407	4.705	Dog
1172.wav	5.998	8.214	Speech
1172.wav	8.749	10.000	Speech
1173.wav	2.781	3.512	Speech
1173.wav	3.532	3.788	Dog
1173.wav	4.678	10.000	Running_water
1173.wav	4.972	6.024	Dog
1173.wav	5.404	7.836	Speech
1174.wav	0.000	10.000	Frying
1174.wav	7.693	8.651	Dishes
1174.wav	8.153	9.956	Speech
1175.wav	0.000	10.000	Blender
1175.wav	2.563	2.813	Speech
1175.wav	3.880	6.203	Speech
1176.wav	3.667	8.561	Speech
1176.wav	4.030	4.373	Dog
1176.wav	6.751	7.233	Dog
1177.wav	1.949	2.513	Speech
1177.wav	4.941	5.567	Speech
1177.wav	7.249	10.000	Speech
1178.wav	3.952	4.202	Dishes
1178.wav	7.051	8.594	Dishes
1179.wav	5.296	5.810	Alarm_bell_ringing
1179.wav	5.494	8.245	Speech
1179.wav	8.736	9.305	Alarm_bell_ringing
118.wav	1.736	4.366	Speech
118.wav	5.309	6.490	Speech
1180.wav	0.000	10.000	Frying
1180.wav	0.376	1.848	Speech
1180.wav	2.404	2.654	Dishes
1180.wav	3.435	4.855	Speech
1180.wav	5.640	6.065	Dishes
1180.wav	6.469	7.270	Speech
1181.wav	0.000	10.000	Vacuum_cleaner
1181.wav	3.659	5.038	Speech
1181.wav	6.785	9.177	Speech
1182.wav	1.370	6.011	Speech
1182.wav	6.394	10.000	Running_water
1183.wav	2.123	3.502	Speech
1183.wav	2.587	3.374	Cat
1183.wav	3.836	4.704	Cat
1183.wav	5.493	6.185	Speech
1184.wav	4.525	8.975	Speech
1184.wav	4.870	10.000	Running_water
1185.wav	0.000	10.000	Frying
1185.wav	1.518	3.167	Dishes
1185.wav	2.326	4.251	Speech
1185.wav	5.813	6.842	Dishes
1185.wav	6.261	7.719	Speech
1185.wav	7.755	8.005	Dishes
1186.wav	4.551	5.192	Dog
1187.wav	1.905	6.015	Electric_shaver_toothbrush
1187.wav	2.018	2.268	Speech
1187.wav	6.252	7.364	Speech
1187.wav	8.492	9.056	Speech
1188.wav	4.158	4.839	Cat
1189.wav	4.424	7.551	Speech
1189.wav	4.812	5.132	Alarm_bell_ringing
119.wav	2.456	4.189	Speech
119.wav	5.752	6.973	Speech
119.wav	6.189	6.579	Vacuum_cleaner
1190.wav	5.674	8.081	Speech
1190.wav	5.991	6.483	Dishes
1190.wav	7.582	8.840	Running_water
1191.wav	0.000	10.000	Vacuum_cleaner
1192.wav	0.000	10.000	Blender
1193.wav	0.000	9.646	Vacuum_cleaner
1193.wav	6.113	6.677	Speech
1194.wav	2.536	2.869	Alarm_bell_ringing
1194.wav	2.555	6.002	Speech
1194.wav	4.540	5.111	Alarm_bell_ringing
1195.wav	0.000	10.000	Blender
1196.wav	2.097	10.000	Running_water
1196.wav	3.220	3.500	Speech
1196.wav	4.865	8.464	Speech
1197.wav	0.000	10.000	Frying
1197.wav	3.303	6.856	Speech
1197.wav	4.297	4.583	Dishes
1198.wav	0.000	10.000	Vacuum_cleaner
1198.wav	6.281	7.884	Speech
1199.wav	0.000	10.000	Vacuum_cleaner
1199.wav	3.439	5.273	Speech
12.wav	4.077	5.266	Speech
120.wav	0.000	10.000	Frying
120.wav	4.946	5.511	Dishes
120.wav	7.961	8.289	Dishes
1200.wav	2.875	3.243	Dog
1200.wav	3.386	5.314	Speech
1200.wav	6.889	7.616	Dog
1201.wav	2.988	3.264	Dog
1201.wav	4.450	4.908	Dog
1202.wav	0.613	1.249	Cat
1202.wav	2.285	4.804	Speech
1202.wav	3.548	4.361	Cat
