filename	onset	offset	event_label
Y-3xDCIpcY1o.wav	2.270	7.172	Alarm_bell_ringing
Y-45YCn58LSk.wav	8.340	8.590	Dishes
Y-45YCn58LSk.wav	8.990	9.461	Speech
Y-45YCn58LSk.wav	7.983	8.828	Speech
Y-45YCn58LSk.wav	7.666	7.950	Dishes
Y-45YCn58LSk.wav	5.123	7.544	Speech
Y-45YCn58LSk.wav	3.149	3.962	Speech
Y-45YCn58LSk.wav	2.183	2.954	Speech
Y-45YCn58LSk.wav	0.000	10.000	Frying
Y-45YCn58LSk.wav	0.000	1.598	Speech
Y-4A2_GCaKGg.wav	3.552	10.000	Speech
Y-4A2_GCaKGg.wav	0.745	2.310	Alarm_bell_ringing
Y-4tFyjKAH7o.wav	8.394	8.644	Dog
Y-4tFyjKAH7o.wav	4.606	4.913	Speech
Y-6-rh8kbZf0.wav	0.000	10.000	Blender
Y-6-rh8kbZf0.wav	8.092	9.633	Speech
Y-6KfoGO_o9M.wav	4.319	5.877	Speech
Y-6KfoGO_o9M.wav	7.682	8.141	Speech
Y-6KfoGO_o9M.wav	8.954	9.518	Speech
Y-6KfoGO_o9M.wav	0.000	10.000	Alarm_bell_ringing
Y-6Vl2wMppE0.wav	0.000	1.252	Speech
Y-6Vl2wMppE0.wav	8.457	9.213	Dog
Y-7TkOxpkbwM.wav	2.369	4.262	Dog
Y-7TkOxpkbwM.wav	4.644	6.472	Dog
Y-7TkOxpkbwM.wav	6.537	9.559	Speech
Y-7TkOxpkbwM.wav	4.254	6.171	Speech
Y-7TkOxpkbwM.wav	1.744	3.929	Speech
Y-7TkOxpkbwM.wav	8.665	9.770	Dog
Y-8Wj1RGei5c.wav	0.000	0.429	Speech
Y-8Wj1RGei5c.wav	2.491	5.869	Frying
Y-8Wj1RGei5c.wav	4.507	5.154	Speech
Y-8Wj1RGei5c.wav	5.831	8.172	Speech
Y-8Wj1RGei5c.wav	8.465	10.000	Speech
Y-AWlZfhvSjM.wav	0.000	3.945	Alarm_bell_ringing
Y-AWlZfhvSjM.wav	8.543	8.925	Speech
Y-AWlZfhvSjM.wav	4.755	6.171	Speech
Y-AWlZfhvSjM.wav	6.380	7.495	Speech
Y-Cf73ZptH_o.wav	3.472	3.722	Alarm_bell_ringing
Y-Cf73ZptH_o.wav	5.795	6.488	Alarm_bell_ringing
Y-Cf73ZptH_o.wav	0.394	0.748	Alarm_bell_ringing
Y-Cf73ZptH_o.wav	4.008	5.457	Alarm_bell_ringing
Y-Cf73ZptH_o.wav	8.079	10.000	Speech
Y-Cf73ZptH_o.wav	2.677	2.927	Alarm_bell_ringing
Y-CsrFUWH4CM.wav	8.724	9.252	Speech
Y-CsrFUWH4CM.wav	2.535	2.795	Dog
Y-CsrFUWH4CM.wav	3.575	3.825	Dog
Y-CsrFUWH4CM.wav	9.496	10.000	Speech
Y-CsrFUWH4CM.wav	0.000	4.819	Speech
Y-CsrFUWH4CM.wav	0.165	0.425	Dog
Y-CsrFUWH4CM.wav	7.480	8.331	Speech
Y-CzAjJI8PbA.wav	7.386	9.569	Dog
Y-CzAjJI8PbA.wav	4.962	5.212	Dog
Y-CzAjJI8PbA.wav	5.212	5.672	Cat
Y-CzAjJI8PbA.wav	5.664	6.053	Dog
Y-CzAjJI8PbA.wav	2.967	3.217	Dog
Y-CzAjJI8PbA.wav	2.242	2.608	Dog
Y-CzAjJI8PbA.wav	0.208	1.112	Dog
Y-CzAjJI8PbA.wav	1.774	2.078	Dog
Y-CzAjJI8PbA.wav	4.300	5.586	Speech
Y-EaZ7EJJUl0.wav	3.499	3.749	Dishes
Y-EaZ7EJJUl0.wav	8.427	10.000	Speech
Y-EaZ7EJJUl0.wav	0.081	0.331	Dishes
Y-EaZ7EJJUl0.wav	0.763	1.226	Dishes
Y-EaZ7EJJUl0.wav	1.874	2.124	Dishes
Y-EaZ7EJJUl0.wav	3.291	3.557	Speech
Y-EaZ7EJJUl0.wav	6.559	6.917	Speech
Y-EaZ7EJJUl0.wav	3.829	5.234	Speech
Y-EbtCmQmXzA.wav	0.000	10.000	Frying
Y-EbtCmQmXzA.wav	0.105	2.099	Speech
Y-EbtCmQmXzA.wav	4.379	5.899	Speech
Y-EbtCmQmXzA.wav	6.637	8.954	Speech
Y-EbtCmQmXzA.wav	2.588	3.491	Speech
Y-EvDgHwRSbI.wav	0.000	10.000	Alarm_bell_ringing
Y-EvDgHwRSbI.wav	9.665	10.000	Speech
Y-EvDgHwRSbI.wav	0.628	2.291	Speech
Y-EvDgHwRSbI.wav	5.782	9.260	Speech
Y-EvDgHwRSbI.wav	3.939	5.405	Speech
Y-EvDgHwRSbI.wav	2.500	3.743	Speech
Y-EvDgHwRSbI.wav	0.000	0.461	Speech
Y-FL784R2DJk.wav	2.931	3.629	Speech
Y-FL784R2DJk.wav	4.933	5.703	Speech
Y-FL784R2DJk.wav	3.305	3.701	Cat
Y-Fch7ZrYmWA.wav	0.000	0.944	Speech
Y-Fch7ZrYmWA.wav	7.657	8.680	Dishes
Y-Fch7ZrYmWA.wav	4.895	5.145	Dishes
Y-Fch7ZrYmWA.wav	5.358	5.608	Dishes
Y-Fch7ZrYmWA.wav	4.432	4.682	Dishes
Y-Fch7ZrYmWA.wav	5.769	6.355	Dishes
Y-Fch7ZrYmWA.wav	3.051	3.392	Dishes
Y-FynDh8x2Go.wav	4.808	5.507	Speech
Y-FynDh8x2Go.wav	1.351	3.970	Speech
Y-FynDh8x2Go.wav	9.162	10.000	Speech
Y-FynDh8x2Go.wav	7.462	8.335	Speech
Y-FynDh8x2Go.wav	6.310	10.000	Vacuum_cleaner
Y-FynDh8x2Go.wav	0.547	1.164	Speech
Y-GFJt6U-eE8.wav	0.720	0.970	Dishes
Y-GFJt6U-eE8.wav	0.972	1.533	Speech
Y-GFJt6U-eE8.wav	2.231	3.377	Speech
Y-GFJt6U-eE8.wav	3.369	3.702	Dishes
Y-GFJt6U-eE8.wav	0.000	10.000	Frying
Y-GFJt6U-eE8.wav	0.022	0.347	Speech
Y-GFJt6U-eE8.wav	3.791	4.165	Speech
Y-GFJt6U-eE8.wav	4.733	5.879	Speech
Y-GQtDyZq5y4.wav	4.961	5.630	Dog
Y-GQtDyZq5y4.wav	8.039	8.417	Speech
Y-H8nh3Z1__M.wav	7.203	10.000	Blender
Y-H8nh3Z1__M.wav	3.811	7.177	Speech
Y-H8nh3Z1__M.wav	0.341	3.156	Speech
Y-HJxeIFmUd0.wav	2.741	3.158	Speech
Y-HJxeIFmUd0.wav	7.646	8.276	Cat
Y-HJxeIFmUd0.wav	0.486	1.602	Speech
Y-I2cnEG3Tsg.wav	5.583	6.386	Speech
Y-I2cnEG3Tsg.wav	8.472	10.000	Electric_shaver_toothbrush
Y-I2cnEG3Tsg.wav	6.866	7.630	Speech
Y-I2cnEG3Tsg.wav	3.157	4.850	Speech
Y-I2cnEG3Tsg.wav	0.000	2.748	Electric_shaver_toothbrush
Y-I2cnEG3Tsg.wav	1.213	2.126	Speech
Y-IUcRP5xaJQ.wav	0.000	10.000	Alarm_bell_ringing
Y-IUcRP5xaJQ.wav	8.339	9.102	Speech
Y-I_Ej65k3Rg.wav	3.241	5.907	Dog
Y-I_Ej65k3Rg.wav	0.175	9.096	Speech
Y-I_Ej65k3Rg.wav	9.488	10.000	Dishes
Y-Jnns0s8q2g.wav	8.198	8.558	Speech
Y-Jnns0s8q2g.wav	6.481	6.746	Speech
Y-Jnns0s8q2g.wav	3.027	3.657	Speech
Y-Jnns0s8q2g.wav	0.000	1.865	Alarm_bell_ringing
Y-Jnns0s8q2g.wav	8.837	9.189	Speech
Y-MLUvNEPuz4.wav	0.000	0.275	Dog
Y-MLUvNEPuz4.wav	6.080	7.032	Speech
Y-MLUvNEPuz4.wav	0.745	3.803	Dog
Y-MLUvNEPuz4.wav	0.926	1.316	Speech
Y-MLUvNEPuz4.wav	1.668	2.155	Speech
Y-MLUvNEPuz4.wav	2.657	3.174	Speech
Y-MLUvNEPuz4.wav	4.035	4.762	Dog
Y-MLUvNEPuz4.wav	7.706	9.200	Speech
Y-MLUvNEPuz4.wav	5.533	6.350	Dog
Y-MLUvNEPuz4.wav	4.312	4.979	Speech
Y-MLUvNEPuz4.wav	4.912	5.324	Dog
Y-MLUvNEPuz4.wav	5.181	5.683	Speech
Y-MV3EUQLBSg.wav	2.950	4.266	Alarm_bell_ringing
Y-MV3EUQLBSg.wav	4.695	10.000	Speech
Y-MaVa-oaB2w.wav	1.354	2.261	Alarm_bell_ringing
Y-MaVa-oaB2w.wav	1.014	8.965	Speech
Y-O6P91Zvf8U.wav	0.680	0.930	Dishes
Y-O6P91Zvf8U.wav	3.084	3.742	Dishes
Y-O6P91Zvf8U.wav	1.338	3.125	Speech
Y-O6P91Zvf8U.wav	1.565	1.815	Dishes
Y-RIXNh-i88E.wav	8.268	9.756	Speech
Y-RIXNh-i88E.wav	1.890	10.000	Frying
Y-T5KPWf0llU.wav	0.000	4.455	Blender
Y-T5KPWf0llU.wav	5.350	6.787	Speech
Y-TIft38LSIo.wav	0.196	1.031	Alarm_bell_ringing
Y-TIft38LSIo.wav	3.582	4.703	Alarm_bell_ringing
Y-TIft38LSIo.wav	7.103	9.864	Speech
Y-Ub-7jNnSx8.wav	1.425	5.323	Speech
Y-Ub-7jNnSx8.wav	2.307	10.000	Alarm_bell_ringing
Y-V9keG9ErP0.wav	3.627	5.049	Speech
Y-V9keG9ErP0.wav	0.053	1.986	Alarm_bell_ringing
Y-V9keG9ErP0.wav	6.027	9.481	Speech
Y-V9keG9ErP0.wav	2.227	3.251	Speech
Y-VvftMHnhLA.wav	2.471	10.000	Running_water
Y-VvftMHnhLA.wav	2.308	5.099	Speech
Y-Xvh80apkN4.wav	7.776	9.657	Running_water
Y-Xvh80apkN4.wav	5.403	5.902	Speech
Y-Yz349fL0ck.wav	0.000	2.369	Speech
Y-Yz349fL0ck.wav	9.347	10.000	Speech
Y-Yz349fL0ck.wav	2.719	8.868	Speech
Y-Yz349fL0ck.wav	0.298	0.574	Dog
Y-Yz349fL0ck.wav	2.686	2.979	Dog
Y-ZDBAF2QG2I.wav	1.069	1.755	Speech
Y-ZDBAF2QG2I.wav	2.207	5.566	Speech
Y-ZDBAF2QG2I.wav	9.336	9.816	Speech
Y-ZDBAF2QG2I.wav	0.000	9.816	Alarm_bell_ringing
Y-ZDBAF2QG2I.wav	0.000	0.685	Speech
Y-ZQyOHRlm8k.wav	0.000	0.656	Speech
Y-ZQyOHRlm8k.wav	2.526	4.274	Alarm_bell_ringing
Y-_8E5aDUqas.wav	1.304	2.585	Speech
Y-_8E5aDUqas.wav	4.063	4.890	Speech
Y-_8E5aDUqas.wav	7.032	8.161	Speech
Y-_8E5aDUqas.wav	0.000	0.466	Cat
Y-_8E5aDUqas.wav	8.871	9.581	Cat
Y-_8E5aDUqas.wav	5.297	6.287	Cat
Y-_OktjRkoSk.wav	0.000	9.882	Speech
Y-_OktjRkoSk.wav	3.339	10.000	Frying
Y-_iFkUjP1Og.wav	0.000	9.201	Speech
Y-_iFkUjP1Og.wav	2.922	3.172	Dog
Y-_iFkUjP1Og.wav	9.096	9.346	Dog
Y-_nPg0thx-s.wav	9.232	10.000	Speech
Y-_nPg0thx-s.wav	0.000	9.209	Blender
Y-aOBjxiGef0.wav	5.531	6.787	Speech
Y-aOBjxiGef0.wav	6.772	8.194	Alarm_bell_ringing
Y-aOBjxiGef0.wav	3.190	3.807	Speech
Y-aOBjxiGef0.wav	0.677	2.423	Speech
Y-aOBjxiGef0.wav	0.000	0.256	Speech
Y-aOBjxiGef0.wav	9.300	10.000	Speech
Y-aYGziNrpAI.wav	0.579	0.850	Alarm_bell_ringing
Y-aYGziNrpAI.wav	8.067	8.816	Speech
Y-aiu1gvvLt0.wav	0.000	10.000	Electric_shaver_toothbrush
Y-aiu1gvvLt0.wav	2.150	5.047	Speech
Y-aiu1gvvLt0.wav	5.961	7.142	Speech
Y-aiu1gvvLt0.wav	7.551	8.315	Speech
Y-aiu1gvvLt0.wav	9.260	10.000	Speech
Y-b_MKdGkmMU.wav	6.159	10.000	Speech
Y-b_MKdGkmMU.wav	1.913	2.975	Speech
Y-b_MKdGkmMU.wav	5.028	5.278	Speech
Y-b_MKdGkmMU.wav	4.204	8.631	Electric_shaver_toothbrush
Y-f4mhC6iEQg.wav	9.672	10.000	Dog
Y-f4mhC6iEQg.wav	3.157	8.584	Speech
Y-fKwciZMwKA.wav	3.644	4.098	Speech
Y-fKwciZMwKA.wav	4.086	4.336	Dog
Y-fKwciZMwKA.wav	7.008	9.628	Speech
Y-fKwciZMwKA.wav	6.461	8.300	Dog
Y-fKwciZMwKA.wav	4.366	6.438	Speech
Y-fKwciZMwKA.wav	1.409	2.945	Speech
Y-fKwciZMwKA.wav	0.000	1.234	Speech
Y-fTUEc2N6WY.wav	7.885	8.384	Speech
Y-fTUEc2N6WY.wav	6.287	7.439	Speech
Y-fTUEc2N6WY.wav	3.592	4.367	Speech
Y-fTUEc2N6WY.wav	9.083	9.405	Speech
Y-fTUEc2N6WY.wav	1.326	2.908	Speech
Y-fTUEc2N6WY.wav	8.814	9.064	Cat
Y-fvE4-YJthc.wav	0.000	10.000	Frying
Y-fvE4-YJthc.wav	6.536	8.791	Speech
Y-g-eZBsr_3s.wav	2.406	3.865	Speech
Y-g-eZBsr_3s.wav	6.676	7.449	Speech
Y-g-eZBsr_3s.wav	0.000	10.000	Frying
Y-g-eZBsr_3s.wav	4.097	5.758	Speech
Y-g-eZBsr_3s.wav	8.850	9.382	Speech
Y-hANYqOe6UU.wav	6.459	7.946	Speech
Y-hANYqOe6UU.wav	0.000	0.511	Dog
Y-jp2qvHQXq8.wav	0.000	10.000	Vacuum_cleaner
Y-jp2qvHQXq8.wav	8.381	8.901	Speech
Y-kngohODefw.wav	8.262	10.000	Speech
Y-kngohODefw.wav	6.954	8.416	Alarm_bell_ringing
Y-mQN4Uba_Wo.wav	3.195	9.098	Speech
Y-mQN4Uba_Wo.wav	0.589	0.955	Dog
Y-m_rnUuUliM.wav	0.000	0.250	Cat
Y-m_rnUuUliM.wav	0.599	1.235	Speech
Y-m_rnUuUliM.wav	1.176	1.426	Cat
Y-m_rnUuUliM.wav	2.492	2.898	Speech
Y-m_rnUuUliM.wav	6.662	7.867	Speech
Y-m_rnUuUliM.wav	9.471	9.730	Speech
Y-m_rnUuUliM.wav	8.665	9.139	Speech
Y-n8GnPW8M28.wav	0.000	10.000	Running_water
Y-n8GnPW8M28.wav	7.216	7.466	Speech
Y-nYLg1FyJR0.wav	3.197	4.094	Speech
Y-nYLg1FyJR0.wav	8.638	10.000	Alarm_bell_ringing
Y-nYLg1FyJR0.wav	0.646	2.197	Speech
Y-nbyQ5k5aFQ.wav	4.259	4.883	Speech
Y-nbyQ5k5aFQ.wav	9.699	10.000	Cat
Y-nbyQ5k5aFQ.wav	6.900	10.000	Speech
Y-nbyQ5k5aFQ.wav	3.062	3.506	Speech
Y-nbyQ5k5aFQ.wav	5.448	6.471	Speech
Y-nbyQ5k5aFQ.wav	0.640	1.520	Speech
Y-nbyQ5k5aFQ.wav	1.430	2.039	Cat
Y-oWmuE24xnU.wav	1.263	1.786	Speech
Y-oWmuE24xnU.wav	7.461	7.943	Dog
Y-oXXrbEo7IU.wav	8.736	10.000	Alarm_bell_ringing
Y-oXXrbEo7IU.wav	7.780	8.518	Alarm_bell_ringing
Y-oXXrbEo7IU.wav	6.840	7.562	Alarm_bell_ringing
Y-oXXrbEo7IU.wav	2.972	5.734	Speech
Y-oXXrbEo7IU.wav	0.670	2.528	Speech
Y-oXXrbEo7IU.wav	5.869	6.659	Alarm_bell_ringing
Y-o_7BPSJAto.wav	9.591	10.000	Speech
Y-o_7BPSJAto.wav	8.259	9.396	Speech
Y-o_7BPSJAto.wav	6.399	7.609	Alarm_bell_ringing
Y-o_7BPSJAto.wav	0.493	1.614	Alarm_bell_ringing
Y-q7ytM-Hox4.wav	0.000	10.000	Electric_shaver_toothbrush
Y-q7ytM-Hox4.wav	6.175	8.114	Speech
Y-rQOBpBoyXw.wav	3.424	4.315	Speech
Y-rQOBpBoyXw.wav	3.175	10.000	Blender
Y-tF2I8HmsHg.wav	7.724	9.457	Dog
Y-tF2I8HmsHg.wav	7.181	9.504	Running_water
Y-tF2I8HmsHg.wav	1.102	2.567	Speech
Y-tvrWGyzObY.wav	7.968	8.218	Cat
Y-tvrWGyzObY.wav	7.758	8.011	Speech
Y-u0Rb_JX860.wav	5.819	6.110	Speech
Y-u0Rb_JX860.wav	8.827	9.077	Dog
Y-u8XTnRF0pE.wav	5.594	7.633	Speech
Y-u8XTnRF0pE.wav	0.000	10.000	Alarm_bell_ringing
Y-u8XTnRF0pE.wav	2.784	3.937	Speech
Y-uY-Eic5y84.wav	0.000	0.685	Alarm_bell_ringing
Y-uY-Eic5y84.wav	0.745	6.892	Speech
Y-uY-Eic5y84.wav	7.111	9.932	Speech
Y-v_xsHAOVxs.wav	9.640	10.000	Speech
Y-v_xsHAOVxs.wav	0.000	0.509	Speech
Y-v_xsHAOVxs.wav	5.936	9.486	Speech
Y-v_xsHAOVxs.wav	3.060	5.521	Speech
Y-v_xsHAOVxs.wav	0.135	3.060	Electric_shaver_toothbrush
Y-x849pIf37k.wav	8.693	10.000	Frying
Y-x849pIf37k.wav	0.000	10.000	Speech
Y-x849pIf37k.wav	7.480	7.730	Dishes
Y-xpqqyipOOw.wav	9.062	10.000	Speech
Y-xpqqyipOOw.wav	3.736	5.083	Speech
Y-xpqqyipOOw.wav	6.278	6.959	Alarm_bell_ringing
Y-xpqqyipOOw.wav	7.681	8.272	Alarm_bell_ringing
Y-z9MRaJhd1w.wav	7.560	8.763	Speech
Y-z9MRaJhd1w.wav	5.521	7.568	Frying
Y-z9MRaJhd1w.wav	0.509	1.939	Speech
Y-z9MRaJhd1w.wav	0.000	3.547	Frying
Y-z9MRaJhd1w.wav	6.975	7.225	Dishes
Y0-z96XQnTyo.wav	3.973	6.165	Alarm_bell_ringing
Y0-z96XQnTyo.wav	1.006	3.282	Alarm_bell_ringing
Y0-z96XQnTyo.wav	7.272	9.609	Speech
Y00m3AbSa21M.wav	0.000	0.828	Speech
Y00m3AbSa21M.wav	1.971	5.719	Speech
Y00m3AbSa21M.wav	8.104	10.000	Blender
Y00m3AbSa21M.wav	6.328	9.872	Speech
Y01sBauDc_PE.wav	2.931	10.000	Running_water
Y01sBauDc_PE.wav	1.536	2.045	Speech
Y01sBauDc_PE.wav	3.014	5.323	Speech
Y01sBauDc_PE.wav	0.622	0.911	Speech
Y01sBauDc_PE.wav	5.907	7.364	Speech
Y04Z_Yc8B7Vc.wav	8.207	8.710	Alarm_bell_ringing
Y04Z_Yc8B7Vc.wav	6.125	7.837	Speech
Y04Z_Yc8B7Vc.wav	5.055	5.547	Speech
Y04jA_kRetJY.wav	0.000	10.000	Frying
Y04jA_kRetJY.wav	9.680	10.000	Dishes
Y04jA_kRetJY.wav	2.329	3.222	Speech
Y04jA_kRetJY.wav	3.693	5.221	Dishes
Y04jA_kRetJY.wav	4.360	8.291	Speech
Y04jA_kRetJY.wav	0.000	0.688	Speech
Y06-TYMTQwRo.wav	0.000	3.126	Speech
Y06-TYMTQwRo.wav	3.134	4.157	Alarm_bell_ringing
Y06-TYMTQwRo.wav	5.890	10.000	Speech
Y07_-zHUC8LA.wav	4.236	4.827	Speech
Y07_-zHUC8LA.wav	2.346	3.378	Speech
Y07_-zHUC8LA.wav	8.693	10.000	Blender
Y07_-zHUC8LA.wav	6.465	7.047	Speech
Y07_-zHUC8LA.wav	0.913	1.724	Speech
Y07_-zHUC8LA.wav	4.984	5.953	Speech
Y07_-zHUC8LA.wav	0.433	0.724	Speech
Y07_-zHUC8LA.wav	0.000	0.250	Speech
Y08Xjz24Rpic.wav	0.000	9.400	Electric_shaver_toothbrush
Y08Xjz24Rpic.wav	0.000	9.400	Speech
Y09Hw5H7l-cw.wav	7.672	9.441	Speech
Y09Hw5H7l-cw.wav	0.984	1.622	Dishes
Y09Hw5H7l-cw.wav	3.486	3.767	Dishes
Y09Hw5H7l-cw.wav	5.997	7.326	Speech
Y09Hw5H7l-cw.wav	3.404	5.319	Speech
Y09Hw5H7l-cw.wav	2.828	3.078	Dishes
Y09Hw5H7l-cw.wav	6.701	6.951	Dishes
Y09Hw5H7l-cw.wav	0.013	1.050	Speech
Y09Hw5H7l-cw.wav	0.173	0.423	Dishes
Y09Hw5H7l-cw.wav	1.449	2.433	Speech
Y09xecfUWui0.wav	6.383	6.760	Speech
Y09xecfUWui0.wav	7.318	8.673	Speech
Y09xecfUWui0.wav	3.953	5.014	Speech
Y09xecfUWui0.wav	0.000	1.229	Speech
Y09xecfUWui0.wav	6.816	7.235	Cat
Y0BSidlvh4Ds.wav	4.205	5.118	Speech
Y0BSidlvh4Ds.wav	3.930	5.568	Dog
Y0BX5PY3LVTQ.wav	2.886	5.645	Cat
Y0BX5PY3LVTQ.wav	2.325	2.875	Speech
Y0BcYjOsmA5A.wav	5.839	10.000	Speech
Y0BcYjOsmA5A.wav	2.907	5.519	Speech
Y0BcYjOsmA5A.wav	0.000	6.543	Frying
Y0BcYjOsmA5A.wav	0.000	1.306	Speech
Y0BcYjOsmA5A.wav	1.882	2.702	Speech
Y0BwgEjw2aCs.wav	5.039	5.409	Dog
Y0BwgEjw2aCs.wav	8.260	8.921	Speech
Y0BwgEjw2aCs.wav	0.000	0.724	Dog
Y0BwgEjw2aCs.wav	7.638	8.094	Speech
Y0BwgEjw2aCs.wav	6.591	7.039	Dog
Y0BwgEjw2aCs.wav	6.024	6.606	Speech
Y0BwgEjw2aCs.wav	5.858	6.236	Dog
Y0BwgEjw2aCs.wav	4.509	5.031	Speech
Y0BwgEjw2aCs.wav	2.394	2.850	Speech
Y0BwgEjw2aCs.wav	3.583	3.976	Dog
Y0BwgEjw2aCs.wav	2.906	3.354	Dog
Y0BwgEjw2aCs.wav	1.890	2.140	Dog
Y0BwgEjw2aCs.wav	2.386	2.636	Dog
Y0BwgEjw2aCs.wav	1.417	1.693	Dog
Y0BzKPzhMkM4.wav	8.182	8.464	Dog
Y0BzKPzhMkM4.wav	9.052	9.397	Speech
Y0BzKPzhMkM4.wav	5.332	5.762	Speech
Y0BzKPzhMkM4.wav	6.428	7.682	Dog
Y0BzKPzhMkM4.wav	7.862	8.860	Speech
Y0DoOpd6I_Rc.wav	8.630	8.880	Dishes
Y0DoOpd6I_Rc.wav	0.000	10.000	Speech
Y0F1zmrJb1tI.wav	1.138	1.825	Speech
Y0F1zmrJb1tI.wav	0.000	2.911	Alarm_bell_ringing
Y0F1zmrJb1tI.wav	2.093	3.557	Speech
Y0F1zmrJb1tI.wav	8.993	10.000	Speech
Y0F1zmrJb1tI.wav	5.448	6.829	Speech
Y0F1zmrJb1tI.wav	0.000	0.684	Speech
Y0F1zmrJb1tI.wav	3.767	5.269	Speech
Y0FK1jmGsS-c.wav	0.000	10.000	Running_water
Y0FK1jmGsS-c.wav	0.011	5.327	Speech
Y0FS8b5CAMp8.wav	1.614	4.936	Alarm_bell_ringing
Y0FS8b5CAMp8.wav	4.936	10.000	Speech
Y0G43_GxPbto.wav	8.987	10.000	Alarm_bell_ringing
Y0G43_GxPbto.wav	7.033	8.571	Speech
Y0G78DmKuYlw.wav	0.008	10.000	Running_water
Y0G78DmKuYlw.wav	4.063	10.000	Speech
Y0H886ArR4l4.wav	5.454	7.330	Speech
Y0H886ArR4l4.wav	2.608	4.608	Speech
Y0H886ArR4l4.wav	0.000	10.000	Frying
Y0H886ArR4l4.wav	8.313	8.856	Speech
Y0H886ArR4l4.wav	9.144	10.000	Speech
Y0H886ArR4l4.wav	0.000	2.299	Speech
Y0HN8S8V6ZBY.wav	0.000	0.743	Speech
Y0HN8S8V6ZBY.wav	0.000	4.763	Running_water
Y0HN8S8V6ZBY.wav	7.490	10.000	Speech
Y0HN8S8V6ZBY.wav	5.211	7.017	Speech
Y0HN8S8V6ZBY.wav	1.613	2.074	Speech
Y0JFfTcAXT2Y.wav	7.449	7.901	Alarm_bell_ringing
Y0JFfTcAXT2Y.wav	0.000	0.677	Speech
Y0JFfTcAXT2Y.wav	1.272	3.040	Speech
Y0JFfTcAXT2Y.wav	3.702	4.108	Alarm_bell_ringing
Y0JFfTcAXT2Y.wav	3.213	4.184	Speech
Y0KarxIguv18.wav	9.583	9.898	Speech
Y0KarxIguv18.wav	0.000	2.079	Speech
Y0KarxIguv18.wav	3.504	8.583	Speech
Y0KarxIguv18.wav	5.268	10.000	Electric_shaver_toothbrush
Y0MbbruHCooA.wav	6.981	7.231	Dog
Y0MbbruHCooA.wav	2.854	3.699	Dog
Y0MbbruHCooA.wav	2.130	2.380	Dog
Y0MbbruHCooA.wav	4.303	4.553	Dog
Y0MbbruHCooA.wav	4.441	4.691	Speech
Y0MbbruHCooA.wav	0.494	0.834	Dog
Y0MbbruHCooA.wav	7.541	7.791	Dog
Y0MbbruHCooA.wav	8.343	8.593	Dog
Y0MbbruHCooA.wav	8.622	9.008	Speech
Y0MbbruHCooA.wav	1.284	1.669	Dog
Y0MbbruHCooA.wav	5.953	6.433	Speech
Y0O5wS5D6t3A.wav	0.000	8.035	Running_water
Y0O5wS5D6t3A.wav	6.898	10.000	Speech
Y0PvDZ5t_Ajk.wav	8.258	9.907	Alarm_bell_ringing
Y0PvDZ5t_Ajk.wav	0.000	10.000	Frying
Y0PvDZ5t_Ajk.wav	0.000	10.000	Speech
Y0RHanEAYBlg.wav	6.701	6.951	Cat
Y0RPNAluapOc.wav	4.853	5.472	Cat
