filename	onset	offset	event_label
Y-7TkOxpkbwM_30.000_40.000.wav	1.744	3.929	Speech
Y-7TkOxpkbwM_30.000_40.000.wav	8.665	9.770	Dog
Y-8Wj1RGei5c_30.000_40.000.wav	0.000	0.429	Speech
Y-8Wj1RGei5c_30.000_40.000.wav	2.491	5.869	Frying
Y-8Wj1RGei5c_30.000_40.000.wav	4.507	5.154	Speech
Y-8Wj1RGei5c_30.000_40.000.wav	5.831	8.172	Speech
Y-8Wj1RGei5c_30.000_40.000.wav	8.465	10.000	Speech
Y-AWlZfhvSjM_30.000_40.000.wav	0.000	3.945	Alarm_bell_ringing
Y-AWlZfhvSjM_30.000_40.000.wav	8.543	8.925	Speech
Y-AWlZfhvSjM_30.000_40.000.wav	4.755	6.171	Speech
Y-AWlZfhvSjM_30.000_40.000.wav	6.380	7.495	Speech
Y-Cf73ZptH_o_0.000_10.000.wav	3.472	3.722	Alarm_bell_ringing
Y-Cf73ZptH_o_0.000_10.000.wav	5.795	6.488	Alarm_bell_ringing
Y-Cf73ZptH_o_0.000_10.000.wav	0.394	0.748	Alarm_bell_ringing
Y-Cf73ZptH_o_0.000_10.000.wav	4.008	5.457	Alarm_bell_ringing
Y-Cf73ZptH_o_0.000_10.000.wav	8.079	10.000	Speech
Y-Cf73ZptH_o_0.000_10.000.wav	2.677	2.927	Alarm_bell_ringing
Y-CsrFUWH4CM_30.000_40.000.wav	8.724	9.252	Speech
Y-CsrFUWH4CM_30.000_40.000.wav	2.535	2.795	Dog
Y-CsrFUWH4CM_30.000_40.000.wav	3.575	3.825	Dog
Y-CsrFUWH4CM_30.000_40.000.wav	9.496	10.000	Speech
Y-CsrFUWH4CM_30.000_40.000.wav	0.000	4.819	Speech
Y-CsrFUWH4CM_30.000_40.000.wav	0.165	0.425	Dog
Y-CsrFUWH4CM_30.000_40.000.wav	7.480	8.331	Speech
Y-CzAjJI8PbA_12.000_22.000.wav	7.386	9.569	Dog
Y-CzAjJI8PbA_12.000_22.000.wav	4.962	5.212	Dog
Y-CzAjJI8PbA_12.000_22.000.wav	5.212	5.672	Cat
Y-CzAjJI8PbA_12.000_22.000.wav	5.664	6.053	Dog
Y-CzAjJI8PbA_12.000_22.000.wav	2.967	3.217	Dog
Y-CzAjJI8PbA_12.000_22.000.wav	2.242	2.608	Dog
Y-CzAjJI8PbA_12.000_22.000.wav	0.208	1.112	Dog
Y-CzAjJI8PbA_12.000_22.000.wav	1.774	2.078	Dog
Y-CzAjJI8PbA_12.000_22.000.wav	4.300	5.586	Speech
Y-EaZ7EJJUl0_50.000_60.000.wav	3.499	3.749	Dishes
Y-EaZ7EJJUl0_50.000_60.000.wav	8.427	10.000	Speech
Y-EaZ7EJJUl0_50.000_60.000.wav	0.081	0.331	Dishes
Y-EaZ7EJJUl0_50.000_60.000.wav	0.763	1.226	Dishes
Y-EaZ7EJJUl0_50.000_60.000.wav	1.874	2.124	Dishes
Y-EaZ7EJJUl0_50.000_60.000.wav	3.291	3.557	Speech
Y-EaZ7EJJUl0_50.000_60.000.wav	6.559	6.917	Speech
Y-EaZ7EJJUl0_50.000_60.000.wav	3.829	5.234	Speech
Y-EbtCmQmXzA_160.000_170.000.wav	0.000	10.000	Frying
Y-EbtCmQmXzA_160.000_170.000.wav	0.105	2.099	Speech
Y-EbtCmQmXzA_160.000_170.000.wav	4.379	5.899	Speech
Y-EbtCmQmXzA_160.000_170.000.wav	6.637	8.954	Speech
Y-EbtCmQmXzA_160.000_170.000.wav	2.588	3.491	Speech
Y-EvDgHwRSbI_40.000_50.000.wav	0.000	10.000	Alarm_bell_ringing
Y-EvDgHwRSbI_40.000_50.000.wav	9.665	10.000	Speech
Y-EvDgHwRSbI_40.000_50.000.wav	0.628	2.291	Speech
Y-EvDgHwRSbI_40.000_50.000.wav	5.782	9.260	Speech
Y-EvDgHwRSbI_40.000_50.000.wav	3.939	5.405	Speech
Y-EvDgHwRSbI_40.000_50.000.wav	2.500	3.743	Speech
Y-EvDgHwRSbI_40.000_50.000.wav	0.000	0.461	Speech
Y-FL784R2DJk_21.000_31.000.wav	2.931	3.629	Speech
Y-FL784R2DJk_21.000_31.000.wav	4.933	5.703	Speech
Y-FL784R2DJk_21.000_31.000.wav	3.305	3.701	Cat
Y-Fch7ZrYmWA_180.000_190.000.wav	0.000	0.944	Speech
Y-Fch7ZrYmWA_180.000_190.000.wav	7.657	8.680	Dishes
Y-Fch7ZrYmWA_180.000_190.000.wav	4.895	5.145	Dishes
Y-Fch7ZrYmWA_180.000_190.000.wav	5.358	5.608	Dishes
Y-Fch7ZrYmWA_180.000_190.000.wav	4.432	4.682	Dishes
Y-Fch7ZrYmWA_180.000_190.000.wav	5.769	6.355	Dishes
Y-Fch7ZrYmWA_180.000_190.000.wav	3.051	3.392	Dishes
Y-FynDh8x2Go_60.000_70.000.wav	4.808	5.507	Speech
Y-FynDh8x2Go_60.000_70.000.wav	1.351	3.970	Speech
Y-FynDh8x2Go_60.000_70.000.wav	9.162	10.000	Speech
Y-FynDh8x2Go_60.000_70.000.wav	7.462	8.335	Speech
Y-FynDh8x2Go_60.000_70.000.wav	6.310	10.000	Vacuum_cleaner
Y-FynDh8x2Go_60.000_70.000.wav	0.547	1.164	Speech
Y-GFJt6U-eE8_340.000_350.000.wav	0.720	0.970	Dishes
Y-GFJt6U-eE8_340.000_350.000.wav	0.972	1.533	Speech
Y-GFJt6U-eE8_340.000_350.000.wav	2.231	3.377	Speech
Y-GFJt6U-eE8_340.000_350.000.wav	3.369	3.702	Dishes
Y-GFJt6U-eE8_340.000_350.000.wav	0.000	10.000	Frying
Y-GFJt6U-eE8_340.000_350.000.wav	0.022	0.347	Speech
Y-GFJt6U-eE8_340.000_350.000.wav	3.791	4.165	Speech
Y-GFJt6U-eE8_340.000_350.000.wav	4.733	5.879	Speech
Y-GQtDyZq5y4_30.000_40.000.wav	4.961	5.630	Dog
Y-GQtDyZq5y4_30.000_40.000.wav	8.039	8.417	Speech
Y-H8nh3Z1__M_170.000_180.000.wav	7.203	10.000	Blender
Y-H8nh3Z1__M_170.000_180.000.wav	3.811	7.177	Speech
Y-H8nh3Z1__M_170.000_180.000.wav	0.341	3.156	Speech
Y-HJxeIFmUd0_30.000_40.000.wav	2.741	3.158	Speech
Y-HJxeIFmUd0_30.000_40.000.wav	7.646	8.276	Cat
Y-HJxeIFmUd0_30.000_40.000.wav	0.486	1.602	Speech
Y-I2cnEG3Tsg_140.000_150.000.wav	5.583	6.386	Speech
Y-I2cnEG3Tsg_140.000_150.000.wav	8.472	10.000	Electric_shaver_toothbrush
Y-I2cnEG3Tsg_140.000_150.000.wav	6.866	7.630	Speech
Y-I2cnEG3Tsg_140.000_150.000.wav	3.157	4.850	Speech
Y-I2cnEG3Tsg_140.000_150.000.wav	0.000	2.748	Electric_shaver_toothbrush
Y-I2cnEG3Tsg_140.000_150.000.wav	1.213	2.126	Speech
Y-IUcRP5xaJQ_30.000_40.000.wav	0.000	10.000	Alarm_bell_ringing
Y-IUcRP5xaJQ_30.000_40.000.wav	8.339	9.102	Speech
Y-I_Ej65k3Rg_30.000_40.000.wav	3.241	5.907	Dog
Y-I_Ej65k3Rg_30.000_40.000.wav	0.175	9.096	Speech
Y-I_Ej65k3Rg_30.000_40.000.wav	9.488	10.000	Dishes
Y-Jnns0s8q2g_22.000_32.000.wav	8.198	8.558	Speech
Y-Jnns0s8q2g_22.000_32.000.wav	6.481	6.746	Speech
Y-Jnns0s8q2g_22.000_32.000.wav	3.027	3.657	Speech
Y-Jnns0s8q2g_22.000_32.000.wav	0.000	1.865	Alarm_bell_ringing
Y-Jnns0s8q2g_22.000_32.000.wav	8.837	9.189	Speech
Y-MLUvNEPuz4_28.000_38.000.wav	0.000	0.275	Dog
Y-MLUvNEPuz4_28.000_38.000.wav	6.080	7.032	Speech
Y-MLUvNEPuz4_28.000_38.000.wav	0.745	3.803	Dog
Y-MLUvNEPuz4_28.000_38.000.wav	0.926	1.316	Speech
Y-MLUvNEPuz4_28.000_38.000.wav	1.668	2.155	Speech
Y-MLUvNEPuz4_28.000_38.000.wav	2.657	3.174	Speech
Y-MLUvNEPuz4_28.000_38.000.wav	4.035	4.762	Dog
Y-MLUvNEPuz4_28.000_38.000.wav	7.706	9.200	Speech
Y-MLUvNEPuz4_28.000_38.000.wav	5.533	6.350	Dog
Y-MLUvNEPuz4_28.000_38.000.wav	4.312	4.979	Speech
Y-MLUvNEPuz4_28.000_38.000.wav	4.912	5.324	Dog
Y-MLUvNEPuz4_28.000_38.000.wav	5.181	5.683	Speech
Y-MV3EUQLBSg_190.000_200.000.wav	2.950	4.266	Alarm_bell_ringing
Y-MV3EUQLBSg_190.000_200.000.wav	4.695	10.000	Speech
Y-MaVa-oaB2w_11.000_21.000.wav	1.354	2.261	Alarm_bell_ringing
Y-MaVa-oaB2w_11.000_21.000.wav	1.014	8.965	Speech
Y-O6P91Zvf8U_130.000_140.000.wav	0.680	0.930	Dishes
Y-O6P91Zvf8U_130.000_140.000.wav	3.084	3.742	Dishes
Y-O6P91Zvf8U_130.000_140.000.wav	1.338	3.125	Speech
Y-O6P91Zvf8U_130.000_140.000.wav	1.565	1.815	Dishes
Y-RIXNh-i88E_30.000_40.000.wav	8.268	9.756	Speech
Y-RIXNh-i88E_30.000_40.000.wav	1.890	10.000	Frying
Y-T5KPWf0llU_110.000_120.000.wav	0.000	4.455	Blender
Y-T5KPWf0llU_110.000_120.000.wav	5.350	6.787	Speech
Y-TIft38LSIo_0.000_10.000.wav	0.196	1.031	Alarm_bell_ringing
Y-TIft38LSIo_0.000_10.000.wav	3.582	4.703	Alarm_bell_ringing
Y-TIft38LSIo_0.000_10.000.wav	7.103	9.864	Speech
Y-Ub-7jNnSx8_0.000_10.000.wav	1.425	5.323	Speech
Y-Ub-7jNnSx8_0.000_10.000.wav	2.307	10.000	Alarm_bell_ringing
Y-V9keG9ErP0_420.000_430.000.wav	3.627	5.049	Speech
Y-V9keG9ErP0_420.000_430.000.wav	0.053	1.986	Alarm_bell_ringing
Y-V9keG9ErP0_420.000_430.000.wav	6.027	9.481	Speech
Y-V9keG9ErP0_420.000_430.000.wav	2.227	3.251	Speech
Y-VvftMHnhLA_30.000_40.000.wav	2.471	10.000	Running_water
Y-VvftMHnhLA_30.000_40.000.wav	2.308	5.099	Speech
Y-Xvh80apkN4_17.000_27.000.wav	7.776	9.657	Running_water
Y-Xvh80apkN4_17.000_27.000.wav	5.403	5.902	Speech
Y-Yz349fL0ck_30.000_40.000.wav	0.000	2.369	Speech
Y-Yz349fL0ck_30.000_40.000.wav	9.347	10.000	Speech
Y-Yz349fL0ck_30.000_40.000.wav	2.719	8.868	Speech
Y-Yz349fL0ck_30.000_40.000.wav	0.298	0.574	Dog
Y-Yz349fL0ck_30.000_40.000.wav	2.686	2.979	Dog
Y-ZDBAF2QG2I_4.000_14.000.wav	1.069	1.755	Speech
Y-ZDBAF2QG2I_4.000_14.000.wav	2.207	5.566	Speech
Y-ZDBAF2QG2I_4.000_14.000.wav	9.336	9.816	Speech
Y-ZDBAF2QG2I_4.000_14.000.wav	0.000	9.816	Alarm_bell_ringing
Y-ZDBAF2QG2I_4.000_14.000.wav	0.000	0.685	Speech
Y-ZQyOHRlm8k_30.000_40.000.wav	0.000	0.656	Speech
Y-ZQyOHRlm8k_30.000_40.000.wav	2.526	4.274	Alarm_bell_ringing
Y-_8E5aDUqas_30.000_40.000.wav	1.304	2.585	Speech
Y-_8E5aDUqas_30.000_40.000.wav	4.063	4.890	Speech
Y-_8E5aDUqas_30.000_40.000.wav	7.032	8.161	Speech
Y-_8E5aDUqas_30.000_40.000.wav	0.000	0.466	Cat
Y-_8E5aDUqas_30.000_40.000.wav	8.871	9.581	Cat
Y-_8E5aDUqas_30.000_40.000.wav	5.297	6.287	Cat
Y-_OktjRkoSk_110.000_120.000.wav	0.000	9.882	Speech
Y-_OktjRkoSk_110.000_120.000.wav	3.339	10.000	Frying
Y-_iFkUjP1Og_30.000_40.000.wav	0.000	9.201	Speech
Y-_iFkUjP1Og_30.000_40.000.wav	2.922	3.172	Dog
Y-_iFkUjP1Og_30.000_40.000.wav	9.096	9.346	Dog
Y-_nPg0thx-s_410.000_420.000.wav	9.232	10.000	Speech
Y-_nPg0thx-s_410.000_420.000.wav	0.000	9.209	Blender
Y-aOBjxiGef0_480.000_490.000.wav	5.531	6.787	Speech
Y-aOBjxiGef0_480.000_490.000.wav	6.772	8.194	Alarm_bell_ringing
Y-aOBjxiGef0_480.000_490.000.wav	3.190	3.807	Speech
Y-aOBjxiGef0_480.000_490.000.wav	0.677	2.423	Speech
Y-aOBjxiGef0_480.000_490.000.wav	0.000	0.256	Speech
Y-aOBjxiGef0_480.000_490.000.wav	9.300	10.000	Speech
Y-aYGziNrpAI_30.000_40.000.wav	0.579	0.850	Alarm_bell_ringing
Y-aYGziNrpAI_30.000_40.000.wav	8.067	8.816	Speech
Y-aiu1gvvLt0_40.000_50.000.wav	0.000	10.000	Electric_shaver_toothbrush
Y-aiu1gvvLt0_40.000_50.000.wav	2.150	5.047	Speech
Y-aiu1gvvLt0_40.000_50.000.wav	5.961	7.142	Speech
Y-aiu1gvvLt0_40.000_50.000.wav	7.551	8.315	Speech
Y-aiu1gvvLt0_40.000_50.000.wav	9.260	10.000	Speech
Y-b_MKdGkmMU_20.000_30.000.wav	6.159	10.000	Speech
Y-b_MKdGkmMU_20.000_30.000.wav	1.913	2.975	Speech
Y-b_MKdGkmMU_20.000_30.000.wav	5.028	5.278	Speech
Y-b_MKdGkmMU_20.000_30.000.wav	4.204	8.631	Electric_shaver_toothbrush
Y-f4mhC6iEQg_440.000_450.000.wav	9.672	10.000	Dog
Y-f4mhC6iEQg_440.000_450.000.wav	3.157	8.584	Speech
Y-fKwciZMwKA_90.000_100.000.wav	3.644	4.098	Speech
Y-fKwciZMwKA_90.000_100.000.wav	4.086	4.336	Dog
Y-fKwciZMwKA_90.000_100.000.wav	7.008	9.628	Speech
Y-fKwciZMwKA_90.000_100.000.wav	6.461	8.300	Dog
Y-fKwciZMwKA_90.000_100.000.wav	4.366	6.438	Speech
Y-fKwciZMwKA_90.000_100.000.wav	1.409	2.945	Speech
Y-fKwciZMwKA_90.000_100.000.wav	0.000	1.234	Speech
Y-fTUEc2N6WY_13.000_23.000.wav	7.885	8.384	Speech
Y-fTUEc2N6WY_13.000_23.000.wav	6.287	7.439	Speech
Y-fTUEc2N6WY_13.000_23.000.wav	3.592	4.367	Speech
Y-fTUEc2N6WY_13.000_23.000.wav	9.083	9.405	Speech
Y-fTUEc2N6WY_13.000_23.000.wav	1.326	2.908	Speech
Y-fTUEc2N6WY_13.000_23.000.wav	8.814	9.064	Cat
Y-fvE4-YJthc_90.000_100.000.wav	0.000	10.000	Frying
Y-fvE4-YJthc_90.000_100.000.wav	6.536	8.791	Speech
Y-g-eZBsr_3s_520.000_530.000.wav	2.406	3.865	Speech
Y-g-eZBsr_3s_520.000_530.000.wav	6.676	7.449	Speech
Y-g-eZBsr_3s_520.000_530.000.wav	0.000	10.000	Frying
Y-g-eZBsr_3s_520.000_530.000.wav	4.097	5.758	Speech
Y-g-eZBsr_3s_520.000_530.000.wav	8.850	9.382	Speech
Y-hANYqOe6UU_10.000_20.000.wav	6.459	7.946	Speech
Y-hANYqOe6UU_10.000_20.000.wav	0.000	0.511	Dog
Y-jp2qvHQXq8_200.000_210.000.wav	0.000	10.000	Vacuum_cleaner
Y-jp2qvHQXq8_200.000_210.000.wav	8.381	8.901	Speech
Y-kngohODefw_470.000_480.000.wav	8.262	10.000	Speech
Y-kngohODefw_470.000_480.000.wav	6.954	8.416	Alarm_bell_ringing
Y-mQN4Uba_Wo_4.000_14.000.wav	3.195	9.098	Speech
Y-mQN4Uba_Wo_4.000_14.000.wav	0.589	0.955	Dog
Y-m_rnUuUliM_3.000_13.000.wav	0.000	0.250	Cat
Y-m_rnUuUliM_3.000_13.000.wav	0.599	1.235	Speech
Y-m_rnUuUliM_3.000_13.000.wav	1.176	1.426	Cat
Y-m_rnUuUliM_3.000_13.000.wav	2.492	2.898	Speech
Y-m_rnUuUliM_3.000_13.000.wav	6.662	7.867	Speech
Y-m_rnUuUliM_3.000_13.000.wav	9.471	9.730	Speech
Y-m_rnUuUliM_3.000_13.000.wav	8.665	9.139	Speech
Y-n8GnPW8M28_30.000_40.000.wav	0.000	10.000	Running_water
Y-n8GnPW8M28_30.000_40.000.wav	7.216	7.466	Speech
Y-nYLg1FyJR0_30.000_40.000.wav	3.197	4.094	Speech
Y-nYLg1FyJR0_30.000_40.000.wav	8.638	10.000	Alarm_bell_ringing
Y-nYLg1FyJR0_30.000_40.000.wav	0.646	2.197	Speech
Y-nbyQ5k5aFQ_30.000_40.000.wav	4.259	4.883	Speech
Y-nbyQ5k5aFQ_30.000_40.000.wav	9.699	10.000	Cat
Y-nbyQ5k5aFQ_30.000_40.000.wav	6.900	10.000	Speech
Y-nbyQ5k5aFQ_30.000_40.000.wav	3.062	3.506	Speech
Y-nbyQ5k5aFQ_30.000_40.000.wav	5.448	6.471	Speech
Y-nbyQ5k5aFQ_30.000_40.000.wav	0.640	1.520	Speech
Y-nbyQ5k5aFQ_30.000_40.000.wav	1.430	2.039	Cat
Y-oWmuE24xnU_80.000_90.000.wav	1.263	1.786	Speech
Y-oWmuE24xnU_80.000_90.000.wav	7.461	7.943	Dog
Y-oXXrbEo7IU_0.000_10.000.wav	8.736	10.000	Alarm_bell_ringing
Y-oXXrbEo7IU_0.000_10.000.wav	7.780	8.518	Alarm_bell_ringing
Y-oXXrbEo7IU_0.000_10.000.wav	6.840	7.562	Alarm_bell_ringing
Y-oXXrbEo7IU_0.000_10.000.wav	2.972	5.734	Speech
Y-oXXrbEo7IU_0.000_10.000.wav	0.670	2.528	Speech
Y-oXXrbEo7IU_0.000_10.000.wav	5.869	6.659	Alarm_bell_ringing
Y-o_7BPSJAto_30.000_40.000.wav	9.591	10.000	Speech
Y-o_7BPSJAto_30.000_40.000.wav	8.259	9.396	Speech
Y-o_7BPSJAto_30.000_40.000.wav	6.399	7.609	Alarm_bell_ringing
Y-o_7BPSJAto_30.000_40.000.wav	0.493	1.614	Alarm_bell_ringing
Y-q7ytM-Hox4_420.000_430.000.wav	0.000	10.000	Electric_shaver_toothbrush
Y-q7ytM-Hox4_420.000_430.000.wav	6.175	8.114	Speech
Y-rQOBpBoyXw_220.000_230.000.wav	3.424	4.315	Speech
Y-rQOBpBoyXw_220.000_230.000.wav	3.175	10.000	Blender
Y-tF2I8HmsHg_0.000_10.000.wav	7.724	9.457	Dog
Y-tF2I8HmsHg_0.000_10.000.wav	7.181	9.504	Running_water
Y-tF2I8HmsHg_0.000_10.000.wav	1.102	2.567	Speech
Y-tvrWGyzObY_4.000_14.000.wav	7.968	8.218	Cat
Y-tvrWGyzObY_4.000_14.000.wav	7.758	8.011	Speech
Y-u0Rb_JX860_140.000_150.000.wav	5.819	6.110	Speech
Y-u0Rb_JX860_140.000_150.000.wav	8.827	9.077	Dog
Y-u8XTnRF0pE_70.000_80.000.wav	5.594	7.633	Speech
Y-u8XTnRF0pE_70.000_80.000.wav	0.000	10.000	Alarm_bell_ringing
Y-u8XTnRF0pE_70.000_80.000.wav	2.784	3.937	Speech
Y-uY-Eic5y84_30.000_40.000.wav	0.000	0.685	Alarm_bell_ringing
Y-uY-Eic5y84_30.000_40.000.wav	0.745	6.892	Speech
Y-uY-Eic5y84_30.000_40.000.wav	7.111	9.932	Speech
Y-v_xsHAOVxs_210.000_220.000.wav	9.640	10.000	Speech
Y-v_xsHAOVxs_210.000_220.000.wav	0.000	0.509	Speech
Y-v_xsHAOVxs_210.000_220.000.wav	5.936	9.486	Speech
Y-v_xsHAOVxs_210.000_220.000.wav	3.060	5.521	Speech
Y-v_xsHAOVxs_210.000_220.000.wav	0.135	3.060	Electric_shaver_toothbrush
Y-x849pIf37k_40.000_50.000.wav	8.693	10.000	Frying
Y-x849pIf37k_40.000_50.000.wav	0.000	10.000	Speech
Y-x849pIf37k_40.000_50.000.wav	7.480	7.730	Dishes
Y-xpqqyipOOw_30.000_40.000.wav	9.062	10.000	Speech
Y-xpqqyipOOw_30.000_40.000.wav	3.736	5.083	Speech
Y-xpqqyipOOw_30.000_40.000.wav	6.278	6.959	Alarm_bell_ringing
Y-xpqqyipOOw_30.000_40.000.wav	7.681	8.272	Alarm_bell_ringing
Y-z9MRaJhd1w_30.000_40.000.wav	7.560	8.763	Speech
Y-z9MRaJhd1w_30.000_40.000.wav	5.521	7.568	Frying
Y-z9MRaJhd1w_30.000_40.000.wav	0.509	1.939	Speech
Y-z9MRaJhd1w_30.000_40.000.wav	0.000	3.547	Frying
Y-z9MRaJhd1w_30.000_40.000.wav	6.975	7.225	Dishes
Y0-z96XQnTyo_0.000_10.000.wav	3.973	6.165	Alarm_bell_ringing
Y0-z96XQnTyo_0.000_10.000.wav	1.006	3.282	Alarm_bell_ringing
Y0-z96XQnTyo_0.000_10.000.wav	7.272	9.609	Speech
Y00m3AbSa21M_550.000_560.000.wav	0.000	0.828	Speech
Y00m3AbSa21M_550.000_560.000.wav	1.971	5.719	Speech
Y00m3AbSa21M_550.000_560.000.wav	8.104	10.000	Blender
Y00m3AbSa21M_550.000_560.000.wav	6.328	9.872	Speech
Y01sBauDc_PE_220.000_230.000.wav	2.931	10.000	Running_water
Y01sBauDc_PE_220.000_230.000.wav	1.536	2.045	Speech
Y01sBauDc_PE_220.000_230.000.wav	3.014	5.323	Speech
Y01sBauDc_PE_220.000_230.000.wav	0.622	0.911	Speech
Y01sBauDc_PE_220.000_230.000.wav	5.907	7.364	Speech
Y04Z_Yc8B7Vc_21.000_31.000.wav	8.207	8.710	Alarm_bell_ringing
Y04Z_Yc8B7Vc_21.000_31.000.wav	6.125	7.837	Speech
Y04Z_Yc8B7Vc_21.000_31.000.wav	5.055	5.547	Speech
Y04jA_kRetJY_190.000_200.000.wav	0.000	10.000	Frying
Y04jA_kRetJY_190.000_200.000.wav	9.680	10.000	Dishes
Y04jA_kRetJY_190.000_200.000.wav	2.329	3.222	Speech
Y04jA_kRetJY_190.000_200.000.wav	3.693	5.221	Dishes
Y04jA_kRetJY_190.000_200.000.wav	4.360	8.291	Speech
Y04jA_kRetJY_190.000_200.000.wav	0.000	0.688	Speech
Y06-TYMTQwRo_150.000_160.000.wav	0.000	3.126	Speech
Y06-TYMTQwRo_150.000_160.000.wav	3.134	4.157	Alarm_bell_ringing
Y06-TYMTQwRo_150.000_160.000.wav	5.890	10.000	Speech
Y07_-zHUC8LA_80.000_90.000.wav	4.236	4.827	Speech
Y07_-zHUC8LA_80.000_90.000.wav	2.346	3.378	Speech
Y07_-zHUC8LA_80.000_90.000.wav	8.693	10.000	Blender
Y07_-zHUC8LA_80.000_90.000.wav	6.465	7.047	Speech
Y07_-zHUC8LA_80.000_90.000.wav	0.913	1.724	Speech
Y07_-zHUC8LA_80.000_90.000.wav	4.984	5.953	Speech
Y07_-zHUC8LA_80.000_90.000.wav	0.433	0.724	Speech
